datetime,count
2011-01-20 00:00:00,7.74659894011738
2011-01-20 01:00:00,3.6087782668151673
2011-01-20 02:00:00,2.697292284038482
2011-01-20 03:00:00,2.10057477421153
2011-01-20 04:00:00,1.7869342586585133
2011-01-20 05:00:00,5.043974917490219
2011-01-20 06:00:00,29.85283197129307
2011-01-20 07:00:00,61.462674359346146
2011-01-20 08:00:00,155.69589993323174
2011-01-20 09:00:00,114.25461741612543
2011-01-20 10:00:00,53.29723033504123
2011-01-20 11:00:00,53.50004943090322
2011-01-20 12:00:00,70.88518478459314
2011-01-20 13:00:00,60.18809452682786
2011-01-20 14:00:00,62.38759312951919
2011-01-20 15:00:00,66.71845443499781
2011-01-20 16:00:00,89.39466044118257
2011-01-20 17:00:00,158.72070936364804
2011-01-20 18:00:00,146.26887228576192
2011-01-20 19:00:00,116.49407883879422
2011-01-20 20:00:00,72.42438237234805
2011-01-20 21:00:00,58.16481559245233
2011-01-20 22:00:00,35.017498110677295
2011-01-20 23:00:00,24.488925321269875
2011-01-21 00:00:00,12.821867451659227
2011-01-21 01:00:00,5.114539270516853
2011-01-21 02:00:00,9.865788282223566
2011-01-21 03:00:00,1.5966331038647597
2011-01-21 04:00:00,1.6316156191083433
2011-01-21 05:00:00,2.137353745097254
2011-01-21 06:00:00,28.54200053765215
2011-01-21 07:00:00,42.90564854232247
2011-01-21 08:00:00,106.71246265806379
2011-01-21 09:00:00,65.15177688880603
2011-01-21 10:00:00,36.88724332203358
2011-01-21 11:00:00,40.34516714253991
2011-01-21 12:00:00,51.01790131624495
2011-01-21 13:00:00,54.91724625384705
2011-01-21 14:00:00,55.13891085489179
2011-01-21 15:00:00,51.282150672278966
2011-01-21 16:00:00,63.02600699060901
2011-01-21 17:00:00,101.63278239513062
2011-01-21 18:00:00,91.19384362068206
2011-01-21 19:00:00,63.687844369846864
2011-01-21 20:00:00,39.403279265631625
2011-01-21 21:00:00,27.213540626110074
2011-01-21 22:00:00,18.11242869578065
2011-01-21 23:00:00,14.245914876157581
2011-01-22 00:00:00,24.65661114581743
2011-01-22 01:00:00,19.735475930720938
2011-01-22 02:00:00,9.607398842407097
2011-01-22 03:00:00,4.209717799447479
2011-01-22 04:00:00,1.18516454855674
2011-01-22 06:00:00,2.2924160638888162
2011-01-22 07:00:00,4.92262348323604
2011-01-22 08:00:00,13.612559925498864
2011-01-22 09:00:00,24.701782183524372
2011-01-22 10:00:00,39.192159599190624
2011-01-22 11:00:00,56.57265163884754
2011-01-22 12:00:00,58.47136850362534
2011-01-22 13:00:00,55.56931333685525
2011-01-22 14:00:00,54.15130110449103
2011-01-22 15:00:00,49.485331797040246
2011-01-22 16:00:00,57.82597625677701
2011-01-22 17:00:00,57.9973328582223
2011-01-22 18:00:00,51.5735571634861
2011-01-22 19:00:00,38.11491711982109
2011-01-22 20:00:00,24.05439619092509
2011-01-22 21:00:00,17.80482082985174
2011-01-22 22:00:00,15.650105512564165
2011-01-22 23:00:00,11.978645824205763
2011-01-23 00:00:00,23.969127494092312
2011-01-23 01:00:00,20.518883765902366
2011-01-23 02:00:00,6.789077673333039
2011-01-23 03:00:00,4.756528606100889
2011-01-23 05:00:00,1.5161314372867083
2011-01-23 06:00:00,0.9022675415526393
2011-01-23 07:00:00,1.8868818314276474
2011-01-23 08:00:00,11.531687911302937
2011-01-23 09:00:00,20.475523465616316
2011-01-23 10:00:00,43.66310835049456
2011-01-23 11:00:00,55.64467587881744
2011-01-23 12:00:00,74.46064480274143
2011-01-23 13:00:00,69.76024777499849
2011-01-23 14:00:00,66.61268828273302
2011-01-23 15:00:00,66.42312397354706
2011-01-23 16:00:00,61.19601841697548
2011-01-23 17:00:00,50.86569104250539
2011-01-23 18:00:00,42.38634242896424
2011-01-23 19:00:00,34.50019240958806
2011-01-23 20:00:00,19.1041019627754
2011-01-23 21:00:00,13.788305344607746
2011-01-23 22:00:00,10.49830859032489
2011-01-23 23:00:00,7.18942950787962
2011-01-24 00:00:00,8.815766371206525
2011-01-24 01:00:00,3.426533523565486
2011-01-24 03:00:00,1.201933782032715
2011-01-24 04:00:00,1.581192459667704
2011-01-24 05:00:00,4.28084867495613
2011-01-24 06:00:00,23.486145823160854
2011-01-24 07:00:00,53.92525929110879
2011-01-24 08:00:00,112.02566079439819
2011-01-24 09:00:00,70.47349537065003
2011-01-24 10:00:00,29.19742231715336
2011-01-24 11:00:00,32.12903472659635
2011-01-24 12:00:00,33.8416889662657
2011-01-24 13:00:00,36.426421746132014
2011-01-24 14:00:00,32.05566721541175
2011-01-24 15:00:00,39.41686392721418
2011-01-24 16:00:00,48.25513687677955
2011-01-24 17:00:00,99.5716931814964
2011-01-24 18:00:00,91.5890665132078
2011-01-24 19:00:00,69.92492704388522
2011-01-24 20:00:00,36.53266857362084
2011-01-24 21:00:00,32.45843673823873
2011-01-24 22:00:00,14.987961653708888
2011-01-24 23:00:00,11.776638537655817
2011-01-25 00:00:00,6.049365431077592
2011-01-25 01:00:00,2.697568204826763
2011-01-25 02:00:00,1.664864793594343
2011-01-25 04:00:00,0.8642065438842359
2011-01-25 05:00:00,3.240487786359751
2011-01-25 06:00:00,21.62361957378
2011-01-25 07:00:00,50.24800757340745
2011-01-25 08:00:00,111.08134808178137
2011-01-25 09:00:00,108.50503558516561
2011-01-25 10:00:00,43.8602201006803
2011-01-25 11:00:00,49.19970688308993
2011-01-25 12:00:00,58.236319717875936
2011-01-25 13:00:00,58.967482206827086
2011-01-25 14:00:00,62.447044442348286
2011-01-25 15:00:00,64.07496873259711
2011-01-25 16:00:00,87.97446671368587
2011-01-25 17:00:00,194.19288956714746
2011-01-25 18:00:00,164.25907291641843
2011-01-25 19:00:00,109.7207452555061
2011-01-25 20:00:00,72.47485124330055
2011-01-25 21:00:00,57.43254436241767
2011-01-25 22:00:00,34.59688855948974
2011-01-25 23:00:00,20.535215216411316
2011-01-26 00:00:00,8.052852839206263
2011-01-26 01:00:00,2.9124797720313613
2011-01-26 02:00:00,4.141939944952624
2011-01-26 05:00:00,1.8472977513597
2011-01-26 06:00:00,15.030367190535854
2011-01-26 07:00:00,24.61272245836413
2011-01-26 08:00:00,46.16993249446231
2011-01-26 09:00:00,27.606859073026296
2011-01-26 10:00:00,18.86696408771544
2011-01-26 11:00:00,8.573869829804426
2011-01-26 12:00:00,8.850604327980934
2011-01-26 13:00:00,9.669538138591367
2011-01-26 14:00:00,8.325535370486657
2011-01-26 15:00:00,5.524597320283707
2011-01-26 16:00:00,11.946056883816667
2011-01-26 17:00:00,19.79959607499087
2011-01-27 16:00:00,77.92728105491102
2011-01-27 17:00:00,138.55089251427748
2011-01-27 18:00:00,139.75368822963662
2011-01-27 19:00:00,107.75528489274737
2011-01-27 20:00:00,60.12679570877591
2011-01-27 21:00:00,47.890302195056066
2011-01-27 22:00:00,32.2003644727854
2011-01-27 23:00:00,20.220433087708805
2011-01-28 00:00:00,13.991366521064146
2011-01-28 01:00:00,6.530930827598562
2011-01-28 02:00:00,4.570415086751055
2011-01-28 03:00:00,2.430025814251625
2011-01-28 05:00:00,4.278217281651623
